Type,Library,Test,Result
1. Parse Validation,RapidJSON Insitu (C++),number_1000000000000000,true
1. Parse Validation,RapidJSON Insitu (C++),number_10000000000000000999,true
1. Parse Validation,RapidJSON Insitu (C++),number_-9223372036854775809,true
1. Parse Validation,RapidJSON Insitu (C++),object_same_key_different_values,true
1. Parse Validation,RapidJSON Insitu (C++),object_key_nfd_nfc,true
1. Parse Validation,RapidJSON Insitu (C++),object_same_key_same_value,true
1. Parse Validation,RapidJSON Insitu (C++),number_9223372036854775808,true
1. Parse Validation,RapidJSON Insitu (C++),number_1e-999,true
1. Parse Validation,RapidJSON Insitu (C++),string_1_escaped_invalid_codepoint,false
2. Parse Double,RapidJSON Insitu (C++),double01,true
2. Parse Double,RapidJSON Insitu (C++),double02,true
2. Parse Double,RapidJSON Insitu (C++),double03,true
2. Parse Double,RapidJSON Insitu (C++),double04,true
2. Parse Double,RapidJSON Insitu (C++),double05,true
2. Parse Double,RapidJSON Insitu (C++),double06,true
2. Parse Double,RapidJSON Insitu (C++),double07,true
2. Parse Double,RapidJSON Insitu (C++),double08,true
2. Parse Double,RapidJSON Insitu (C++),double09,true
2. Parse Double,RapidJSON Insitu (C++),double10,true
2. Parse Double,RapidJSON Insitu (C++),double11,true
2. Parse Double,RapidJSON Insitu (C++),double12,true
2. Parse Double,RapidJSON Insitu (C++),double13,true
2. Parse Double,RapidJSON Insitu (C++),double14,true
2. Parse Double,RapidJSON Insitu (C++),double15,true
2. Parse Double,RapidJSON Insitu (C++),double16,true
2. Parse Double,RapidJSON Insitu (C++),double17,true
2. Parse Double,RapidJSON Insitu (C++),double18,true
2. Parse Double,RapidJSON Insitu (C++),double19,false
2. Parse Double,RapidJSON Insitu (C++),double20,true
2. Parse Double,RapidJSON Insitu (C++),double21,false
2. Parse Double,RapidJSON Insitu (C++),double22,true
2. Parse Double,RapidJSON Insitu (C++),double23,true
2. Parse Double,RapidJSON Insitu (C++),double24,true
2. Parse Double,RapidJSON Insitu (C++),double25,true
2. Parse Double,RapidJSON Insitu (C++),double26,true
2. Parse Double,RapidJSON Insitu (C++),double27,true
2. Parse Double,RapidJSON Insitu (C++),double28,true
2. Parse Double,RapidJSON Insitu (C++),double29,false
2. Parse Double,RapidJSON Insitu (C++),double30,true
2. Parse Double,RapidJSON Insitu (C++),double31,true
2. Parse Double,RapidJSON Insitu (C++),double32,false
2. Parse Double,RapidJSON Insitu (C++),double33,true
2. Parse Double,RapidJSON Insitu (C++),double34,true
2. Parse Double,RapidJSON Insitu (C++),double35,true
2. Parse Double,RapidJSON Insitu (C++),double36,true
2. Parse Double,RapidJSON Insitu (C++),double37,false
2. Parse Double,RapidJSON Insitu (C++),double38,true
2. Parse Double,RapidJSON Insitu (C++),double39,true
2. Parse Double,RapidJSON Insitu (C++),double40,false
2. Parse Double,RapidJSON Insitu (C++),double41,true
2. Parse Double,RapidJSON Insitu (C++),double42,true
2. Parse Double,RapidJSON Insitu (C++),double43,true
2. Parse Double,RapidJSON Insitu (C++),double44,false
2. Parse Double,RapidJSON Insitu (C++),double45,false
2. Parse Double,RapidJSON Insitu (C++),double46,true
2. Parse Double,RapidJSON Insitu (C++),double47,true
2. Parse Double,RapidJSON Insitu (C++),double48,false
2. Parse Double,RapidJSON Insitu (C++),double49,true
2. Parse Double,RapidJSON Insitu (C++),double50,true
2. Parse Double,RapidJSON Insitu (C++),double51,true
2. Parse Double,RapidJSON Insitu (C++),double52,true
2. Parse Double,RapidJSON Insitu (C++),double53,true
2. Parse Double,RapidJSON Insitu (C++),double54,true
2. Parse Double,RapidJSON Insitu (C++),double55,true
2. Parse Double,RapidJSON Insitu (C++),double56,false
2. Parse Double,RapidJSON Insitu (C++),double57,false
2. Parse Double,RapidJSON Insitu (C++),double58,true
2. Parse Double,RapidJSON Insitu (C++),double59,false
2. Parse Double,RapidJSON Insitu (C++),double60,false
2. Parse Double,RapidJSON Insitu (C++),double61,false
2. Parse Double,RapidJSON Insitu (C++),double62,false
2. Parse Double,RapidJSON Insitu (C++),double63,false
2. Parse Double,RapidJSON Insitu (C++),double64,false
2. Parse Double,RapidJSON Insitu (C++),double65,false
2. Parse Double,RapidJSON Insitu (C++),double66,true
3. Parse String,RapidJSON Insitu (C++),string01,true
3. Parse String,RapidJSON Insitu (C++),string02,true
3. Parse String,RapidJSON Insitu (C++),string03,true
3. Parse String,RapidJSON Insitu (C++),string04,true
3. Parse String,RapidJSON Insitu (C++),string05,true
3. Parse String,RapidJSON Insitu (C++),string06,true
3. Parse String,RapidJSON Insitu (C++),string07,true
3. Parse String,RapidJSON Insitu (C++),string08,true
3. Parse String,RapidJSON Insitu (C++),string09,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip01,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip02,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip03,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip04,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip05,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip06,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip07,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip08,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip09,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip10,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip11,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip12,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip13,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip14,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip15,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip16,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip17,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip18,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip19,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip20,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip21,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip22,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip23,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip24,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip25,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip26,true
4. Roundtrip,RapidJSON Insitu (C++),roundtrip27,true
1. Parse Validation,RapidJSON Iterative (C++),pass01,true
1. Parse Validation,RapidJSON Iterative (C++),pass02,true
1. Parse Validation,RapidJSON Iterative (C++),pass03,true
1. Parse Validation,RapidJSON Iterative (C++),fail02,true
1. Parse Validation,RapidJSON Iterative (C++),fail03,true
1. Parse Validation,RapidJSON Iterative (C++),fail04,true
1. Parse Validation,RapidJSON Iterative (C++),fail05,true
1. Parse Validation,RapidJSON Iterative (C++),fail06,true
1. Parse Validation,RapidJSON Iterative (C++),fail07,true
1. Parse Validation,RapidJSON Iterative (C++),fail08,true
1. Parse Validation,RapidJSON Iterative (C++),fail09,true
1. Parse Validation,RapidJSON Iterative (C++),fail10,true
1. Parse Validation,RapidJSON Iterative (C++),fail11,true
1. Parse Validation,RapidJSON Iterative (C++),fail12,true
1. Parse Validation,RapidJSON Iterative (C++),fail13,true
1. Parse Validation,RapidJSON Iterative (C++),fail14,true
1. Parse Validation,RapidJSON Iterative (C++),fail15,true
1. Parse Validation,RapidJSON Iterative (C++),fail16,true
1. Parse Validation,RapidJSON Iterative (C++),fail17,true
1. Parse Validation,RapidJSON Iterative (C++),fail19,true
